train/actor_loss,time/episodes,train/n_updates,time/fps,time/total_timesteps,train/critic_loss,time/time_elapsed,rollout/ep_rew_mean,train/learning_rate,rollout/ep_len_mean
,1472,,26,141312,,5351,1817.1433,,96.0
-314.2577133178711,1476,141952,26,142080,1734.1506042480469,5380,1808.13,0.0018832140971657787,96.0
,1480,,26,142080,,5380,1808.13,,96.0
-310.42854022979736,1484,142720,26,142848,1738.7832221984863,5409,1782.059,0.0018832140971657787,96.0
,1488,,26,142848,,5409,1782.059,,96.0
-310.2143716812134,1492,143488,26,143616,1743.8074283599854,5438,1775.7775,0.0018832140971657787,96.0
,1496,,26,143616,,5438,1775.7775,,96.0
-310.1825485229492,1500,144256,26,144384,1729.0374240875244,5468,1781.4493,0.0018832140971657787,96.0
,1504,,26,144384,,5468,1781.4493,,96.0
-305.89380264282227,1508,145024,26,145152,1773.7268505096436,5498,1773.6488,0.0018832140971657787,96.0
,1512,,26,145152,,5498,1773.6488,,96.0
-307.8192501068115,1516,145792,26,145920,1762.0548763275146,5528,1774.7678,0.0018832140971657787,96.0
,1520,,26,145920,,5528,1774.7678,,96.0
-307.83830070495605,1524,146560,26,146688,1782.154047012329,5557,1769.1495,0.0018832140971657787,96.0
,1528,,26,146688,,5557,1769.1495,,96.0
-306.81470489501953,1532,147328,26,147456,1747.4790363311768,5587,1781.9287,0.0018832140971657787,96.0
,1536,,26,147456,,5587,1781.9287,,96.0
-302.98611545562744,1540,148096,26,148224,1781.9798641204834,5617,1803.0653,0.0018832140971657787,96.0
,1544,,26,148224,,5617,1803.0653,,96.0
-302.06420135498047,1548,148864,26,148992,1707.3285522460938,5647,1822.1318,0.0018832140971657787,96.0
,1552,,26,148992,,5647,1822.1318,,96.0
-299.1073169708252,1556,149632,26,149760,1688.0766468048096,5677,1834.756,0.0018832140971657787,96.0
,1560,,26,149760,,5677,1834.756,,96.0
-299.33809661865234,1564,150400,26,150528,1723.585527420044,5706,1850.9803,0.0018832140971657787,96.0
,1568,,26,150528,,5706,1850.9803,,96.0
-302.9031763076782,1572,151168,26,151296,1739.6034507751465,5735,1852.5631,0.0018832140971657787,96.0
,1576,,26,151296,,5735,1852.5631,,96.0
-299.19453525543213,1580,151936,26,152064,1708.374366760254,5764,1868.585,0.0018832140971657787,96.0
,1584,,26,152064,,5764,1868.585,,96.0
-302.30743312835693,1588,152704,26,152832,1739.0009212493896,5793,1881.6904,0.0018832140971657787,96.0
,1592,,26,152832,,5793,1881.6904,,96.0
-296.1897039413452,1596,153472,26,153600,1695.7381019592285,5822,1884.182,0.0018832140971657787,96.0
,1600,,26,153600,,5822,1884.182,,96.0
-300.5216236114502,1604,154240,26,154368,1701.3846950531006,5851,1888.9109,0.0018832140971657787,96.0
,1608,,26,154368,,5851,1888.9109,,96.0
-303.18035888671875,1612,155008,26,155136,1709.0510540008545,5880,1906.6694,0.0018832140971657787,96.0
,1616,,26,155136,,5880,1906.6694,,96.0
-299.3960876464844,1620,155776,26,155904,1727.4426822662354,5909,1910.5481,0.0018832140971657787,96.0
,1624,,26,155904,,5909,1910.5481,,96.0
-302.90270614624023,1628,156544,26,156672,1757.043893814087,5939,1907.9429,0.0018832140971657787,96.0
,1632,,26,156672,,5939,1907.9429,,96.0
-293.2600164413452,1636,157312,26,157440,1730.7341766357422,5968,1912.0647,0.0018832140971657787,96.0
,1640,,26,157440,,5968,1912.0647,,96.0
-297.922625541687,1644,158080,26,158208,1704.0296268463135,5997,1901.441,0.0018832140971657787,96.0
,1648,,26,158208,,5997,1901.441,,96.0
-294.32431983947754,1652,158848,26,158976,1694.6693229675293,6026,1904.4625,0.0018832140971657787,96.0
,1656,,26,158976,,6026,1904.4625,,96.0
-295.9926633834839,1660,159616,26,159744,1690.273281097412,6055,1910.955,0.0018832140971657787,96.0
,1664,,26,159744,,6055,1910.955,,96.0
-295.09089946746826,1668,160384,26,160512,1743.5539169311523,6084,1910.399,0.0018832140971657787,96.0
,1672,,26,160512,,6084,1910.399,,96.0
-302.0676517486572,1676,161152,26,161280,1724.5454940795898,6114,1905.405,0.0018832140971657787,96.0
,1680,,26,161280,,6114,1905.405,,96.0
-300.0548982620239,1684,161920,26,162048,1744.9428100585938,6143,1903.1859,0.0018832140971657787,96.0
,1688,,26,162048,,6143,1903.1859,,96.0
-297.68714237213135,1692,162688,26,162816,1714.273790359497,6172,1907.0317,0.0018832140971657787,96.0
,1696,,26,162816,,6172,1907.0317,,96.0
-296.6008758544922,1700,163456,26,163584,1688.6049118041992,6201,1898.9442,0.0018832140971657787,96.0
,1704,,26,163584,,6201,1898.9442,,96.0
-293.45820713043213,1708,164224,26,164352,1742.507724761963,6230,1909.1519,0.0018832140971657787,96.0
,1712,,26,164352,,6230,1909.1519,,96.0
-291.64339542388916,1716,164992,26,165120,1719.4360942840576,6259,1916.8636,0.0018832140971657787,96.0
,1720,,26,165120,,6259,1916.8636,,96.0
-293.61713886260986,1724,165760,26,165888,1748.0121936798096,6288,1921.8118,0.0018832140971657787,96.0
,1728,,26,165888,,6288,1921.8118,,96.0
-292.67435932159424,1732,166528,26,166656,1737.3346519470215,6317,1934.8286,0.0018832140971657787,96.0
,1736,,26,166656,,6317,1934.8286,,96.0
-295.76825523376465,1740,167296,26,167424,1727.1455841064453,6346,1942.6802,0.0018832140971657787,96.0
,1744,,26,167424,,6346,1942.6802,,96.0
-297.5042448043823,1748,168064,26,168192,1707.3093757629395,6375,1952.7169,0.0018832140971657787,96.0
,1752,,26,168192,,6375,1952.7169,,96.0
-293.82044506073,1756,168832,26,168960,1712.5090103149414,6404,1953.3353,0.0018832140971657787,96.0
,1760,,26,168960,,6404,1953.3353,,96.0
-291.570574760437,1764,169600,26,169728,1706.0430088043213,6433,1947.0922,0.0018832140971657787,96.0
,1768,,26,169728,,6433,1947.0922,,96.0
-291.50647354125977,1772,170368,26,170496,1684.277593612671,6462,1930.2389,0.0018832140971657787,96.0
,1776,,26,170496,,6462,1930.2389,,96.0
-287.0426559448242,1780,171136,26,171264,1671.0124378204346,6491,1922.7317,0.0018832140971657787,96.0
,1784,,26,171264,,6491,1922.7317,,96.0
-284.61543369293213,1788,171904,26,172032,1677.3658542633057,6520,1900.3872,0.0018832140971657787,96.0
,1792,,26,172032,,6520,1900.3872,,96.0
-284.5532684326172,1796,172672,26,172800,1682.1685695648193,6549,1899.0941,0.0018832140971657787,96.0
,1800,,26,172800,,6549,1899.0941,,96.0
-288.55441188812256,1804,173440,26,173568,1741.7378768920898,6578,1891.9497,0.0018832140971657787,96.0
,1808,,26,173568,,6578,1891.9497,,96.0
-289.6042413711548,1812,174208,26,174336,1690.901849746704,6608,1869.8372,0.0018832140971657787,96.0
,1816,,26,174336,,6608,1869.8372,,96.0
-288.35265254974365,1820,174976,26,175104,1728.2687435150146,6637,1857.5359,0.0018832140971657787,96.0
,1824,,26,175104,,6637,1857.5359,,96.0
-287.20637035369873,1828,175744,26,175872,1687.2195377349854,6666,1816.879,0.0018832140971657787,96.0
,1832,,26,175872,,6666,1816.879,,96.0
-286.7457036972046,1836,176512,26,176640,1663.9191036224365,6695,1791.0696,0.0018832140971657787,96.0
,1840,,26,176640,,6695,1791.0696,,96.0
-284.967004776001,1844,177280,26,177408,1681.266923904419,6724,1769.674,0.0018832140971657787,96.0
,1848,,26,177408,,6724,1769.674,,96.0
-284.2885971069336,1852,178048,26,178176,1719.0200061798096,6753,1742.6602,0.0018832140971657787,96.0
,1856,,26,178176,,6753,1742.6602,,96.0
-280.8806982040405,1860,178816,26,178944,1689.963737487793,6782,1729.0975,0.0018832140971657787,96.0
,1864,,26,178944,,6782,1729.0975,,96.0
-279.17233657836914,1868,179584,26,179712,1693.7968101501465,6811,1727.1539,0.0018832140971657787,96.0
,1872,,26,179712,,6811,1727.1539,,96.0
-279.87389278411865,1876,180352,26,180480,1715.9633502960205,6840,1737.9457,0.0018832140971657787,96.0
,1880,,26,180480,,6840,1737.9457,,96.0
-281.5431966781616,1884,181120,26,181248,1707.065881729126,6870,1746.7969,0.0018832140971657787,96.0
,1888,,26,181248,,6870,1746.7969,,96.0
-281.40401554107666,1892,181888,26,182016,1740.6301536560059,6899,1756.5355,0.0018832140971657787,96.0
,1896,,26,182016,,6899,1756.5355,,96.0
-278.9773874282837,1900,182656,26,182784,1714.3272914886475,6928,1746.5586,0.0018832140971657787,96.0
,1904,,26,182784,,6928,1746.5586,,96.0
-278.29764461517334,1908,183424,26,183552,1707.8980522155762,6957,1755.4369,0.0018832140971657787,96.0
,1912,,26,183552,,6957,1755.4369,,96.0
-278.3042860031128,1916,184192,26,184320,1666.9323997497559,6986,1765.259,0.0018832140971657787,96.0
,1920,,26,184320,,6986,1765.259,,96.0
-277.64054679870605,1924,184960,26,185088,1658.919137954712,7015,1773.9688,0.0018832140971657787,96.0
,1928,,26,185088,,7015,1773.9688,,96.0
-278.47900199890137,1932,185728,26,185856,1643.9532566070557,7044,1800.0383,0.0018832140971657787,96.0
,1936,,26,185856,,7044,1800.0383,,96.0
-276.11581802368164,1940,186496,26,186624,1688.171371459961,7073,1820.4331,0.0018832140971657787,96.0
,1944,,26,186624,,7073,1820.4331,,96.0
-276.35893154144287,1948,187264,26,187392,1661.3329277038574,7102,1829.7301,0.0018832140971657787,96.0
,1952,,26,187392,,7102,1829.7301,,96.0
-277.2093143463135,1956,188032,26,188160,1692.2939472198486,7131,1845.6118,0.0018832140971657787,96.0
,1960,,26,188160,,7131,1845.6118,,96.0
-274.6195650100708,1964,188800,26,188928,1616.9239826202393,7160,1861.9832,0.0018832140971657787,96.0
,1968,,26,188928,,7160,1861.9832,,96.0
-279.146276473999,1972,189568,26,189696,1665.0585803985596,7189,1868.7094,0.0018832140971657787,96.0
,1976,,26,189696,,7189,1868.7094,,96.0
-273.58949756622314,1980,190336,26,190464,1653.7222995758057,7218,1873.0408,0.0018832140971657787,96.0
,1984,,26,190464,,7218,1873.0408,,96.0
-272.51296377182007,1988,191104,26,191232,1632.6111145019531,7247,1874.1881,0.0018832140971657787,96.0
,1992,,26,191232,,7247,1874.1881,,96.0
-277.0593786239624,1996,191872,26,192000,1637.9151248931885,7276,1879.0956,0.0018832140971657787,96.0
,2000,,26,192000,,7276,1879.0956,,96.0
-279.49729347229004,2004,192640,26,192768,1647.3941020965576,7306,1881.0709,0.0018832140971657787,96.0
,2008,,26,192768,,7306,1881.0709,,96.0
-277.9146146774292,2012,193408,26,193536,1659.1184997558594,7335,1876.2578,0.0018832140971657787,96.0
,2016,,26,193536,,7335,1876.2578,,96.0
-276.329833984375,2020,194176,26,194304,1653.9136600494385,7365,1868.4257,0.0018832140971657787,96.0
,2024,,26,194304,,7365,1868.4257,,96.0
-273.95104026794434,2028,194944,26,195072,1612.1779956817627,7395,1839.6127,0.0018832140971657787,96.0
,2032,,26,195072,,7395,1839.6127,,96.0
-273.01384830474854,2036,195712,26,195840,1616.4134635925293,7425,1822.8894,0.0018832140971657787,96.0
,2040,,26,195840,,7425,1822.8894,,96.0
-267.8947801589966,2044,196480,26,196608,1663.6831245422363,7455,1811.0739,0.0018832140971657787,96.0
,2048,,26,196608,,7455,1811.0739,,96.0
-269.3893337249756,2052,197248,26,197376,1631.568353652954,7484,1809.6577,0.0018832140971657787,96.0
,2056,,26,197376,,7484,1809.6577,,96.0
-265.2104477882385,2060,198016,26,198144,1639.6827239990234,7513,1810.6039,0.0018832140971657787,96.0
,2064,,26,198144,,7513,1810.6039,,96.0
-264.7880759239197,2068,198784,26,198912,1606.991720199585,7542,1818.6948,0.0018832140971657787,96.0
,2072,,26,198912,,7542,1818.6948,,96.0
-266.0725402832031,2076,199552,26,199680,1620.9859027862549,7571,1823.0681,0.0018832140971657787,96.0
,2080,,26,199680,,7571,1823.0681,,96.0
-266.81229305267334,2084,200320,26,200448,1604.459804534912,7600,1842.3114,0.0018832140971657787,96.0
,2088,,26,200448,,7600,1842.3114,,96.0
-269.62736415863037,2092,201088,26,201216,1670.7038021087646,7629,1849.3796,0.0018832140971657787,96.0
,2096,,26,201216,,7629,1849.3796,,96.0
-272.7203130722046,2100,201856,26,201984,1655.337875366211,7659,1848.0186,0.0018832140971657787,96.0
,2104,,26,201984,,7659,1848.0186,,96.0
-276.5371551513672,2108,202624,26,202752,1660.8996200561523,7688,1838.0195,0.0018832140971657787,96.0
,2112,,26,202752,,7688,1838.0195,,96.0
-277.29796028137207,2116,203392,26,203520,1690.2049350738525,7717,1858.9712,0.0018832140971657787,96.0
,2120,,26,203520,,7717,1858.9712,,96.0
-274.44078826904297,2124,204160,26,204288,1704.9520778656006,7746,1887.8171,0.0018832140971657787,96.0
,2128,,26,204288,,7746,1887.8171,,96.0
-272.951735496521,2132,204928,26,205056,1634.214038848877,7775,1917.3629,0.0018832140971657787,96.0
,2136,,26,205056,,7775,1917.3629,,96.0
-271.1342821121216,2140,205696,26,205824,1656.1369495391846,7804,1930.0454,0.0018832140971657787,96.0
,2144,,26,205824,,7804,1930.0454,,96.0
-272.2384548187256,2148,206464,26,206592,1682.0473365783691,7833,1915.9617,0.0018832140971657787,96.0
,2152,,26,206592,,7833,1915.9617,,96.0
-270.4973773956299,2156,207232,26,207360,1660.914529800415,7862,1929.5149,0.0018832140971657787,96.0
,2160,,26,207360,,7862,1929.5149,,96.0
-270.3661684989929,2164,208000,26,208128,1668.2811298370361,7891,1931.009,0.0018832140971657787,96.0
,2168,,26,208128,,7891,1931.009,,96.0
-270.5340242385864,2172,208768,26,208896,1664.6358222961426,7921,1942.8905,0.0018832140971657787,96.0
,2176,,26,208896,,7921,1942.8905,,96.0
-262.00559997558594,2180,209536,26,209664,1628.3953971862793,7951,1940.059,0.0018832140971657787,96.0
,2184,,26,209664,,7951,1940.059,,96.0
-265.54333114624023,2188,210304,26,210432,1653.7214584350586,7981,1943.0919,0.0018832140971657787,96.0
,2192,,26,210432,,7981,1943.0919,,96.0
-269.2116312980652,2196,211072,26,211200,1655.1709938049316,8011,1954.602,0.0018832140971657787,96.0
,2200,,26,211200,,8011,1954.602,,96.0
-268.07663345336914,2204,211840,26,211968,1676.5174160003662,8040,1975.2556,0.0018832140971657787,96.0
,2208,,26,211968,,8040,1975.2556,,96.0
-268.4361219406128,2212,212608,26,212736,1666.2939147949219,8070,1985.6589,0.0018832140971657787,96.0
,2216,,26,212736,,8070,1985.6589,,96.0
-263.4261703491211,2220,213376,26,213504,1680.1585216522217,8099,2008.3218,0.0018832140971657787,96.0
,2224,,26,213504,,8100,2008.3218,,96.0
-263.4076223373413,2228,214144,26,214272,1610.7391090393066,8129,2018.6881,0.0018832140971657787,96.0
,2232,,26,214272,,8129,2018.6881,,96.0
-264.7801284790039,2236,214912,26,215040,1638.9978122711182,8160,2021.175,0.0018832140971657787,96.0
,2240,,26,215040,,8160,2021.175,,96.0
-264.4998917579651,2244,215680,26,215808,1649.9536628723145,8189,2054.4148,0.0018832140971657787,96.0
,2248,,26,215808,,8189,2054.4148,,96.0
-261.5248908996582,2252,216448,26,216576,1690.9667510986328,8219,2081.0237,0.0018832140971657787,96.0
,2256,,26,216576,,8219,2081.0237,,96.0
-264.84943532943726,2260,217216,26,217344,1660.275411605835,8248,2093.7556,0.0018832140971657787,96.0
,2264,,26,217344,,8248,2093.7556,,96.0
-264.0727529525757,2268,217984,26,218112,1669.6938819885254,8277,2102.039,0.0018832140971657787,96.0
,2272,,26,218112,,8277,2102.039,,96.0
-264.0307755470276,2276,218752,26,218880,1678.6262893676758,8306,2116.9395,0.0018832140971657787,96.0
,2280,,26,218880,,8306,2116.9395,,96.0
-263.92649126052856,2284,219520,26,219648,1682.7766380310059,8335,2122.2664,0.0018832140971657787,96.0
,2288,,26,219648,,8335,2122.2664,,96.0
-262.55341625213623,2292,220288,26,220416,1673.3067016601562,8365,2130.6047,0.0018832140971657787,96.0
,2296,,26,220416,,8365,2130.6047,,96.0
-264.0700545310974,2300,221056,26,221184,1632.8910026550293,8394,2140.537,0.0018832140971657787,96.0
,2304,,26,221184,,8394,2140.537,,96.0
-264.0809202194214,2308,221824,26,221952,1671.9908027648926,8423,2150.6177,0.0018832140971657787,96.0
,2312,,26,221952,,8423,2150.6177,,96.0
-265.56639432907104,2316,222592,26,222720,1643.0225219726562,8452,2156.35,0.0018832140971657787,96.0
,2320,,26,222720,,8452,2156.35,,96.0
-263.3440260887146,2324,223360,26,223488,1652.8294315338135,8481,2182.065,0.0018832140971657787,96.0
,2328,,26,223488,,8481,2182.065,,96.0
-263.32257080078125,2332,224128,26,224256,1643.483850479126,8510,2206.8044,0.0018832140971657787,96.0
,2336,,26,224256,,8510,2206.8044,,96.0
-263.64991331100464,2340,224896,26,225024,1637.3612880706787,8539,2224.6663,0.0018832140971657787,96.0
,2344,,26,225024,,8539,2224.6663,,96.0
-264.8673481941223,2348,225664,26,225792,1660.3778820037842,8568,2243.8752,0.0018832140971657787,96.0
,2352,,26,225792,,8568,2243.8752,,96.0
-268.8603343963623,2356,226432,26,226560,1677.7017288208008,8597,2260.9766,0.0018832140971657787,96.0
,2360,,26,226560,,8597,2260.9766,,96.0
-268.8596205711365,2364,227200,26,227328,1681.0275211334229,8627,2277.889,0.0018832140971657787,96.0
,2368,,26,227328,,8627,2277.889,,96.0
-270.42586040496826,2372,227968,26,228096,1681.497552871704,8656,2288.6533,0.0018832140971657787,96.0
,2376,,26,228096,,8656,2288.6533,,96.0
-267.99408054351807,2380,228736,26,228864,1665.6033878326416,8685,2311.5674,0.0018832140971657787,96.0
,2384,,26,228864,,8685,2311.5674,,96.0
-269.0195960998535,2388,229504,26,229632,1725.2613544464111,8714,2324.0813,0.0018832140971657787,96.0
,2392,,26,229632,,8714,2324.0813,,96.0
-269.9823708534241,2396,230272,26,230400,1714.4533500671387,8744,2331.4353,0.0018832140971657787,96.0
,2400,,26,230400,,8744,2331.4353,,96.0
-272.0596375465393,2404,231040,26,231168,1660.1907196044922,8773,2343.2812,0.0018832140971657787,96.0
,2408,,26,231168,,8773,2343.2812,,96.0
-272.9185438156128,2412,231808,26,231936,1700.229455947876,8803,2331.7024,0.0018832140971657787,96.0
,2416,,26,231936,,8803,2331.7024,,96.0
-272.7309293746948,2420,232576,26,232704,1702.909616470337,8833,2346.9272,0.0018832140971657787,96.0
,2424,,26,232704,,8833,2346.9272,,96.0
-271.8164281845093,2428,233344,26,233472,1719.517276763916,8863,2359.1294,0.0018832140971657787,96.0
,2432,,26,233472,,8863,2359.1294,,96.0
-269.9615821838379,2436,234112,26,234240,1725.2240200042725,8892,2365.4058,0.0018832140971657787,96.0
,2440,,26,234240,,8892,2365.4058,,96.0
-273.19183349609375,2444,234880,26,235008,1703.2917308807373,8922,2367.8606,0.0018832140971657787,96.0
,2448,,26,235008,,8922,2367.8606,,96.0
-275.5629987716675,2452,235648,26,235776,1720.013671875,8951,2375.204,0.0018832140971657787,96.0
,2456,,26,235776,,8951,2375.204,,96.0
-272.10447883605957,2460,236416,26,236544,1720.7503623962402,8980,2387.9922,0.0018832140971657787,96.0
,2464,,26,236544,,8980,2387.9922,,96.0
-274.8920660018921,2468,237184,26,237312,1675.6609191894531,9009,2380.4187,0.0018832140971657787,96.0
,2472,,26,237312,,9009,2380.4187,,96.0
-276.9238381385803,2476,237952,26,238080,1718.2414989471436,9038,2368.0134,0.0018832140971657787,96.0
,2480,,26,238080,,9038,2368.0134,,96.0
-273.8697900772095,2484,238720,26,238848,1797.024793624878,9068,2380.526,0.0018832140971657787,96.0
,2488,,26,238848,,9068,2380.526,,96.0
-273.9007320404053,2492,239488,26,239616,1734.7905197143555,9097,2390.7585,0.0018832140971657787,96.0
,2496,,26,239616,,9097,2390.7585,,96.0
-273.16484928131104,2500,240256,26,240384,1770.7729206085205,9126,2408.0977,0.0018832140971657787,96.0
,2504,,26,240384,,9126,2408.0977,,96.0
-277.2388343811035,2508,241024,26,241152,1771.1600017547607,9155,2422.5483,0.0018832140971657787,96.0
,2512,,26,241152,,9155,2422.5483,,96.0
-281.0775327682495,2516,241792,26,241920,1772.1286029815674,9184,2424.5708,0.0018832140971657787,96.0
,2520,,26,241920,,9184,2424.5708,,96.0
-280.90911960601807,2524,242560,26,242688,1739.3069896697998,9213,2433.558,0.0018832140971657787,96.0
,2528,,26,242688,,9213,2433.558,,96.0
-283.48176097869873,2532,243328,26,243456,1739.8624744415283,9242,2428.2258,0.0018832140971657787,96.0
,2536,,26,243456,,9242,2428.2258,,96.0
-282.1304712295532,2540,244096,26,244224,1810.4865322113037,9271,2429.2205,0.0018832140971657787,96.0
,2544,,26,244224,,9271,2429.2205,,96.0
-279.72326278686523,2548,244864,26,244992,1778.4784030914307,9300,2436.5042,0.0018832140971657787,96.0
,2552,,26,244992,,9300,2436.5042,,96.0
-279.397403717041,2556,245632,26,245760,1782.0368556976318,9330,2442.8132,0.0018832140971657787,96.0
,2560,,26,245760,,9330,2442.8132,,96.0
-283.9327783584595,2564,246400,26,246528,1781.7557544708252,9358,2441.2385,0.0018832140971657787,96.0
